ProspectiveBuyerKey,ProspectAlternateKey,FirstName,LastName,Age,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,City,StateProvinceCode,PostalCode
1470,3872,Michele,Rodriguez,44,S,F,30000,4,0,Graduate D,Clerical,0,0,Downey,CA,90241
1486,1765,Melvin,Sharma,68,S,M,50000,2,0,Graduate D,Management,0,1,Newport Beach,CA,92625
1487,3605,Michele,Sharma,36,M,F,20000,0,0,Partial Hi,Manual,1,2,Coronado,CA,92118
1491,99771776199,Morgan,Simmons,37,S,F,50000,1,0,Graduate D,Skilled Manual,0,0,Berkeley,CA,94704
1502,3032,Mallory,Torres,85,S,F,40000,1,0,Graduate D,Skilled Manual,0,0,Spring Valley,CA,91977
1506,87910291552,Michael,Walker,44,S,M,60000,0,0,Graduate D,Professional,1,0,Lincoln Acres,CA,91950
1507,2374,Mandy,Wang,37,S,F,70000,0,0,Partial Co,Professional,0,2,Concord,CA,94519
1514,46043776869,Madeline,Wright,54,S,F,10000,2,0,Partial Co,Manual,0,0,Chula Vista,CA,91910
1521,8225,Margaret,Zhao,68,M,F,20000,1,0,Partial Co,Manual,1,0,Long Beach,CA,90802
1528,10475271344,Natalie,Bennett,55,S,F,60000,2,0,High Schoo,Professional,1,2,Lakewood,CA,90712
1534,70879433751,Nathan,Evans,35,S,M,40000,0,0,High Schoo,Skilled Manual,1,1,Concord,CA,94519
1541,47540728400,Natalie,Hall,37,M,F,90000,0,0,High Schoo,Management,0,3,Concord,CA,94519
1545,50306708216,Nicole,Johnson,47,S,F,70000,0,0,Bachelors,Professional,0,1,Concord,CA,94519
1546,89144885540,Nicholas,Johnson,57,S,M,30000,1,0,Bachelors,Skilled Manual,1,1,Imperial Beach,CA,91932
1549,25457409600,Noah,Li,48,S,M,20000,1,0,Graduate D,Clerical,0,0,Burlingame,CA,94010
1557,94630957841,Nicole,Morgan,36,S,F,80000,0,0,High Schoo,Management,1,3,Woodland Hills,CA,91364
1565,10473431348,Natalie,Price,74,M,F,50000,2,0,Graduate D,Management,1,2,Walnut Creek,CA,94596
1578,89286039471,Nicholas,Thomas,47,M,M,70000,0,0,Bachelors,Professional,1,2,Concord,CA,94519
1591,5667,Omar,Luo,34,S,M,30000,0,0,High Schoo,Skilled Manual,0,2,Union City,CA,94587
1605,9786,Peter,Aggarwal,75,S,M,40000,3,0,Partial Co,Professional,0,2,Sacramento,CA,95814
1609,5175,Pedro,Castro,50,S,M,50000,1,0,Partial Co,Skilled Manual,1,1,Berkeley,CA,94704
1610,9788,Peter,Chande,45,M,M,20000,2,0,Partial Co,Manual,0,1,Downey,CA,90241
1614,5147,Pedro,Garcia,69,M,M,40000,2,0,Bachelors,Management,0,2,Fremont,CA,94536
1651,4960,Ruben,Blanco,40,S,M,30000,0,0,Bachelors,Clerical,1,0,Burlingame,CA,94010
1652,6787,Renee,Blanco,40,S,F,30000,0,0,Bachelors,Clerical,0,0,Spring Valley,CA,91977
1658,6690,Roberto,Castro,41,M,M,30000,0,0,Bachelors,Clerical,1,0,Spring Valley,CA,91977
1665,93565879464,Rachel,Cooper,64,S,F,60000,5,0,Bachelors,Management,0,3,Citrus Heights,CA,95610
1676,9204,Raymond,Garcia,40,S,M,90000,2,0,Bachelors,Professional,1,0,Palo Alto,CA,94303
1686,31366557478,Riley,Griffin,35,S,F,20000,0,0,Partial Hi,Manual,0,1,Coronado,CA,92118
1688,2314,Ronnie,Guo,46,S,M,40000,1,0,Bachelors,Skilled Manual,1,0,Daly City,CA,94015
1701,31289266900,Riley,Jenkins,57,S,F,30000,1,0,Bachelors,Skilled Manual,0,1,Concord,CA,94519
1708,4108,Raul,Lal,31,S,M,30000,0,0,Partial Hi,Clerical,1,2,Fremont,CA,94536
1709,8457,Randy,Li,33,S,M,30000,0,0,Partial Hi,Clerical,1,2,Burbank,CA,91502
1711,2686,Ramon,Liang,60,M,M,30000,3,0,Partial Co,Clerical,1,2,Coronado,CA,92118
1714,7028,Rachael,Malhotra,32,S,F,20000,0,0,High Schoo,Manual,0,1,Monrovia,CA,91016
1733,9190,Raymond,Patel,36,M,M,50000,0,0,High Schoo,Professional,0,2,Concord,CA,94519
1738,93615929484,Rachel,Peterson,49,S,F,50000,2,0,High Schoo,Skilled Manual,0,2,Concord,CA,94519
1747,2767,Reginald,Rubio,44,M,M,120000,0,0,Graduate D,Management,1,2,Newport Beach,CA,92625
1770,83846283555,Ryan,White,34,M,M,40000,0,0,High Schoo,Skilled Manual,1,2,Burbank,CA,91502
1771,79374585151,Robert,Wilson,65,M,M,40000,5,0,High Schoo,Professional,1,2,San Diego,CA,92102
1772,4102,Raul,Xie,53,S,M,50000,2,0,High Schoo,Skilled Manual,0,2,West Covina,CA,91791
1786,68589610457,Sebastian,Bailey,46,S,M,70000,0,0,Bachelors,Professional,0,1,Fremont,CA,94536
1801,62470241785,Seth,Coleman,66,M,M,40000,4,0,High Schoo,Professional,1,2,Imperial Beach,CA,91932
1804,66121162800,Seth,Cooper,78,S,M,10000,4,0,High Schoo,Manual,0,2,Los Angeles,CA,90012
1818,47689430117,Sara,Hall,55,S,F,30000,1,0,High Schoo,Clerical,0,2,Palo Alto,CA,94303
1826,56100285053,Sarah,Jenkins,39,S,F,50000,0,0,Graduate D,Skilled Manual,1,0,Chula Vista,CA,91910
1827,651,Sheila,Jimenez,65,S,F,60000,4,0,Bachelors,Management,0,2,Burbank,CA,91502
1838,46507402100,Sierra,Lopez,39,S,F,60000,1,0,Graduate D,Professional,0,0,Concord,CA,94519
1841,3126,Stefanie,Madan,69,M,F,50000,4,0,Bachelors,Management,1,2,West Covina,CA,91791
1847,43437774777,Sierra,Mitchell,41,S,F,40000,0,0,Graduate D,Clerical,0,0,Concord,CA,94519
1850,954,Shannon,Moreno,46,S,M,40000,1,0,Bachelors,Skilled Manual,0,0,Torrance,CA,90505
1851,6351,Sabrina,Munoz,36,S,F,60000,0,0,Partial Co,Professional,1,2,Concord,CA,94519
1888,3724,Sheena,Tang,31,S,F,10000,0,0,Partial Co,Manual,0,1,Concord,CA,94519
1900,8162,Stacey,Zhang,44,S,F,70000,5,0,Graduate D,Professional,0,0,Lincoln Acres,CA,91950
1919,1301,Toni,Chandra,44,M,F,110000,0,0,Graduate D,Management,1,3,Chula Vista,CA,91910
1945,7538,Tracy,Luo,33,M,F,30000,0,0,High Schoo,Skilled Manual,1,2,Palo Alto,CA,94303
1967,14006276100,Taylor,Sanchez,44,S,F,50000,1,0,Partial Co,Skilled Manual,1,1,Torrance,CA,90505
1969,77163141369,Thomas,Scott,34,M,M,20000,0,0,High Schoo,Manual,0,1,Santa Monica,CA,90401
1970,5269,Tamara,Shan,52,M,F,90000,2,0,Bachelors,Professional,0,1,Palo Alto,CA,94303
2006,52181271910,Victoria,Harris,35,M,F,40000,0,0,High Schoo,Skilled Manual,0,1,La Jolla,CA,92806
2008,8127,Valerie,Ma,50,M,F,50000,1,0,Partial Co,Skilled Manual,1,1,National City,CA,91950
2015,8374,Vincent,Zeng,48,M,M,40000,1,0,Bachelors,Skilled Manual,0,1,Santa Monica,CA,90401
2017,6237,Wendy,Alonso,49,M,F,50000,1,0,Partial Co,Skilled Manual,1,1,Simi Valley,CA,93065
2018,8866,Whitney,Arun,66,M,F,30000,2,0,Partial Co,Clerical,1,2,Concord,CA,94519
2025,5960,Willie,Hu,54,M,M,50000,2,0,High Schoo,Skilled Manual,1,2,El Segundo,CA,90245
2028,6234,Wendy,Jimenez,33,S,F,20000,0,0,Partial Co,Manual,1,0,Downey,CA,90241
2032,61124432682,Wyatt,Long,67,M,M,80000,5,0,Bachelors,Management,0,2,Concord,CA,94519
2044,8438,Wesley,Ye,42,M,M,40000,0,0,Graduate D,Clerical,0,0,Coronado,CA,92118
2049,70093423128,Xavier,Reed,60,M,M,70000,5,0,Bachelors,Management,0,2,Chula Vista,CA,91910
39,54037360548,Abigail,Flores,57,M,F,30000,1,0,Bachelors,Skilled Manual,0,1,Colma,CA,94014
131,38351678848,Andrea,Rivera,53,S,F,20000,1,0,Bachelors,Clerical,0,0,Colma,CA,94014
157,86713050007,Anthony,Smith,40,S,M,50000,0,0,Graduate D,Skilled Manual,1,0,Colma,CA,94014
173,9953,Amy,Wang,35,M,F,20000,0,0,High Schoo,Manual,1,1,Colma,CA,94014
234,63584586977,Bryce,Kelly,38,M,M,50000,1,0,Partial Co,Skilled Manual,1,1,Colma,CA,94014
277,9708,Bradley,Shan,51,S,M,20000,2,0,Partial Co,Manual,1,1,Colma,CA,94014
301,8389,Brent,Xu,67,M,M,50000,2,0,Graduate D,Management,1,1,Colma,CA,94014
392,23145264983,Connor,Long,33,S,M,40000,0,0,High Schoo,Skilled Manual,1,2,Colma,CA,94014
408,6031,Colin,Nara,43,S,M,50000,0,0,Partial Co,Skilled Manual,0,1,Colma,CA,94014
421,1506,Cesar,Patel,34,S,M,50000,0,0,Partial Co,Skilled Manual,0,1,Colma,CA,94014
436,1641,Clifford,Rana,37,M,M,70000,0,0,Partial Co,Professional,1,2,Colma,CA,94014
474,85095071792,Christopher,Thompson,71,S,M,90000,5,0,Bachelors,Management,0,2,Colma,CA,94014
511,9686,Derek,Aggarwal,31,S,M,20000,0,0,Partial Hi,Manual,1,2,Colma,CA,94014
547,68,Damien,Goel,51,S,M,20000,2,0,Partial Co,Manual,0,1,Colma,CA,94014
554,8995,Derrick,Gutierrez,41,M,M,40000,0,0,Graduate D,Clerical,1,0,Colma,CA,94014
565,86351659893,Dylan,Johnson,37,S,M,50000,0,0,Graduate D,Skilled Manual,1,0,Colma,CA,94014
567,55,Damien,Kumar,51,S,M,50000,4,0,Graduate D,Skilled Manual,0,0,Colma,CA,94014
685,5855,Edwin,Ma,51,M,M,20000,2,0,Partial Co,Manual,1,1,Colma,CA,94014
774,71268767118,Gabriel,Edwards,48,M,M,30000,1,0,Partial Co,Clerical,1,1,Colma,CA,94014
782,746,Gloria,Gomez,32,M,F,40000,0,0,Partial Hi,Clerical,1,2,Colma,CA,94014
818,371,Gilbert,Wang,31,M,M,20000,0,0,Partial Hi,Manual,1,2,Colma,CA,94014
865,10235,Heather,Ye,57,M,F,30000,2,0,Partial Co,Clerical,1,2,Colma,CA,94014
876,31955994400,Isabelle,Gonzales,39,M,F,10000,0,0,Partial Hi,Manual,1,2,Colma,CA,94014
896,73041975498,Isaac,Roberts,63,M,M,60000,5,0,Bachelors,Management,0,3,Colma,CA,94014
909,6090,Javier,Alonso,39,M,M,90000,0,0,Partial Hi,Professional,1,4,Colma,CA,94014
929,23508355617,Jose,Chen,38,M,M,30000,0,0,High Schoo,Manual,1,1,Colma,CA,94014
944,98443406820,Jennifer,Flores,66,M,F,50000,4,0,Bachelors,Management,0,2,Colma,CA,94014
990,5519,Jon,Kumar,49,M,M,30000,4,0,Graduate D,Clerical,1,0,Colma,CA,94014
1014,6088,Javier,Moreno,36,M,M,100000,1,0,Graduate D,Management,0,0,Colma,CA,94014
1023,3275,Jerome,Munoz,68,S,M,20000,1,0,Partial Co,Manual,1,0,Colma,CA,94014
1038,59308507442,Julian,Price,55,S,M,40000,1,0,Partial Co,Clerical,1,1,Colma,CA,94014
1044,9515,Julie,Raji,35,M,F,90000,0,0,High Schoo,Management,1,2,Colma,CA,94014
1047,35718511343,Jade,Ramirez,54,S,F,40000,1,0,Partial Co,Clerical,0,1,Colma,CA,94014
1068,6528,Jonathon,Sanz,43,S,M,30000,4,0,Graduate D,Clerical,0,0,Colma,CA,94014
1088,6938,Jillian,Subram,32,M,F,20000,0,0,Bachelors,Clerical,1,0,Colma,CA,94014
1091,2231,Jake,Sun,38,M,M,90000,0,0,High Schoo,Management,1,3,Colma,CA,94014
1120,9911,Katie,Aggarwal,45,M,F,40000,1,0,Bachelors,Skilled Manual,0,0,Colma,CA,94014
1122,81223480105,Kevin,Allen,53,M,M,50000,2,0,Partial Hi,Skilled Manual,0,2,Colma,CA,94014
1191,1675,Kurt,Nath,31,M,M,10000,0,0,Partial Co,Manual,0,1,Colma,CA,94014
1212,35536968708,Kaylee,Ramirez,50,S,F,50000,1,0,Partial Co,Skilled Manual,0,1,Colma,CA,94014
1265,4972,Lacey,Chander,41,S,F,20000,0,0,Partial Co,Manual,0,1,Colma,CA,94014
1286,82028727500,Logan,Lewis,50,S,M,20000,3,0,Partial Hi,Manual,1,2,Colma,CA,94014
1296,3387,Levi,Martinez,34,M,M,20000,0,0,High Schoo,Manual,1,1,Colma,CA,94014
1347,6300,Melinda,Alonso,35,S,F,100000,1,0,Graduate D,Management,0,0,Colma,CA,94014
1363,42125133872,Mary,Campbell,44,M,F,110000,0,0,Graduate D,Management,1,4,Colma,CA,94014
1382,3878,Michele,Diaz,46,S,F,30000,1,0,Graduate D,Clerical,1,0,Colma,CA,94014
1405,36707039475,Mackenzie,Howard,36,S,F,50000,0,0,High Schoo,Skilled Manual,1,2,Colma,CA,94014
1430,6555,Micheal,Moreno,34,M,M,20000,0,0,Partial Hi,Manual,1,1,Colma,CA,94014
1480,12606350800,Maria,Sanchez,36,M,F,70000,0,0,Partial Hi,Skilled Manual,1,4,Colma,CA,94014
1551,7007,Nancy,Madan,53,S,F,50000,1,0,Partial Co,Skilled Manual,0,1,Colma,CA,94014
1630,9318,Patricia,Sai,51,M,F,50000,4,0,Graduate D,Skilled Manual,1,0,Colma,CA,94014
1649,4123,Raul,Anand,39,S,M,60000,1,0,Partial Co,Skilled Manual,0,1,Colma,CA,94014
1731,7097,Ricky,Ortega,30,M,M,20000,0,0,Partial Hi,Manual,0,2,Colma,CA,94014
1769,93681718707,Rachel,Watson,54,S,F,50000,2,0,High Schoo,Skilled Manual,1,2,Colma,CA,94014
1776,4106,Raul,Yuan,41,M,M,100000,1,0,Graduate D,Management,0,0,Colma,CA,94014
1785,3125,Stefanie,Arun,51,M,F,20000,2,0,Partial Co,Manual,1,1,Colma,CA,94014
1844,47125747799,Sydney,Martin,44,M,F,60000,0,0,Graduate D,Professional,1,0,Colma,CA,94014
1892,64108631610,Steven,Ward,70,S,M,80000,4,0,Bachelors,Management,0,2,Colma,CA,94014
1894,7890,Shaun,Xie,34,S,M,40000,0,0,High Schoo,Skilled Manual,1,2,Colma,CA,94014
1899,2720,Steve,Zhang,46,M,M,40000,1,0,Bachelors,Skilled Manual,1,0,Colma,CA,94014
1907,2735,Steve,Zhu,64,M,M,60000,5,0,Bachelors,Management,1,3,Colma,CA,94014
1928,57324815392,Tristan,Griffin,43,S,M,30000,5,0,Graduate D,Clerical,1,0,Colma,CA,94014
1944,1686,Tommy,Luo,53,M,M,10000,1,0,Partial Co,Manual,1,0,Colma,CA,94014
1985,37175803800,Trinity,Ward,41,M,F,40000,0,0,Graduate D,Clerical,1,0,Colma,CA,94014
2001,9067,Victor,Alonso,51,S,M,50000,4,0,Graduate D,Skilled Manual,1,0,Colma,CA,94014
2047,17776228189,Xavier,Lewis,38,M,M,30000,0,0,High Schoo,Manual,0,1,Colma,CA,94014
7,14496465921,Anna,Bennett,40,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,Colma,CA,94014
62,53178334832,Alexis,Jackson,63,M,F,70000,4,1,Bachelors,Management,1,1,Colma,CA,94014
166,34761418700,Ariana,Torres,55,M,F,80000,3,2,Partial Co,Professional,1,1,Colma,CA,94014
176,50762683749,Alyssa,Williams,40,S,F,40000,2,2,Partial Co,Clerical,1,2,Colma,CA,94014
194,5292,Alisha,Zhou,42,S,F,110000,2,1,Graduate D,Management,1,3,Colma,CA,94014
199,931,Byron,Alonso,40,M,M,50000,1,1,Bachelors,Skilled Manual,0,1,Colma,CA,94014
217,70409124493,Bryan,Cook,42,M,M,10000,2,2,High Schoo,Manual,1,1,Colma,CA,94014
260,1564,Bryant,Prasad,50,M,M,80000,5,4,Partial Co,Professional,1,4,Colma,CA,94014
279,7997,Bethany,Sharma,38,M,F,130000,4,5,High Schoo,Management,1,4,Colma,CA,94014
310,3759,Cristina,Aggarwal,66,M,F,70000,5,1,High Schoo,Professional,1,2,Colma,CA,94014
312,5029,Christy,Anand,57,S,F,120000,3,5,Bachelors,Management,0,3,Colma,CA,94014
380,4336,Carolyn,Jimenez,67,S,F,100000,2,3,Graduate D,Management,1,3,Colma,CA,94014
544,38,Damien,Gao,70,S,M,130000,2,3,Bachelors,Management,0,4,Colma,CA,94014
551,61306570768,Devin,Gonzales,36,S,M,70000,5,5,Bachelors,Professional,1,3,Colma,CA,94014
559,6190,Desiree,Hernandez,36,S,F,40000,3,3,Partial Co,Clerical,1,2,Colma,CA,94014
578,3588,Darrell,Nara,55,M,M,110000,3,4,Partial Co,Professional,1,4,Colma,CA,94014
580,1750,Devon,Nath,56,S,M,110000,3,4,Bachelors,Management,1,4,Colma,CA,94014
689,3408,Emmanuel,Mehta,48,M,M,70000,2,1,Partial Co,Professional,1,0,Colma,CA,94014
758,34528029000,Faith,Sanders,57,S,F,70000,4,3,High Schoo,Professional,1,1,Colma,CA,94014
771,4015,Grant,Chande,41,S,M,50000,2,2,Bachelors,Skilled Manual,0,0,Colma,CA,94014
822,25214503400,Hunter,Alexander,45,M,M,50000,3,3,Bachelors,Skilled Manual,1,2,Colma,CA,94014
845,54474480200,Hannah,Miller,42,M,F,90000,4,4,Partial Co,Skilled Manual,1,2,Colma,CA,94014
892,10169596076,Isabella,Patterson,60,S,F,110000,4,5,Partial Co,Management,1,2,Colma,CA,94014
972,22165432572,Jason,Henderson,46,M,M,50000,4,2,Bachelors,Skilled Manual,1,2,Colma,CA,94014
973,2597,Janet,Hernandez,53,S,F,70000,2,1,Partial Co,Professional,0,0,Colma,CA,94014
1063,4847,Joe,Ruiz,43,M,M,90000,5,4,Partial Co,Professional,1,3,Colma,CA,94014
1093,9567,Joel,Suri,55,M,M,70000,4,3,High Schoo,Professional,1,1,Colma,CA,94014
1129,4570,Kari,Arun,43,M,F,10000,3,3,Partial Hi,Manual,1,1,Colma,CA,94014
1182,8075,Karen,Ma,64,M,F,100000,2,3,Bachelors,Management,1,4,Colma,CA,94014
1262,8623,Larry,Castro,49,S,M,40000,4,3,High Schoo,Skilled Manual,1,3,Colma,CA,94014
1325,8666,Leslie,Torres,37,S,F,70000,5,5,Bachelors,Professional,0,4,Colma,CA,94014
1331,7510,Latoya,Xie,73,S,F,160000,1,3,Bachelors,Management,0,3,Colma,CA,94014
1370,7929,Mitchell,Chander,58,S,M,60000,3,1,High Schoo,Professional,0,2,Colma,CA,94014
1479,1551,Marco,Sanchez,43,M,M,120000,0,1,Bachelors,Management,0,4,Colma,CA,94014
1606,5164,Pedro,Alonso,50,M,M,20000,1,1,Partial Co,Manual,1,0,Colma,CA,94014
1792,55706751346,Samantha,Butler,40,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,Colma,CA,94014
1796,9763,Shawn,Chande,40,M,M,120000,0,5,Partial Hi,Professional,0,4,Colma,CA,94014
1803,38540093302,Savannah,Cooper,47,M,F,80000,5,4,Bachelors,Professional,0,1,Colma,CA,94014
1823,11173112400,Sydney,Hughes,47,M,F,60000,3,2,Graduate D,Professional,1,0,Colma,CA,94014
1889,47015771900,Sydney,Taylor,42,S,F,110000,1,1,Graduate D,Management,0,3,Colma,CA,94014
1984,3446,Terrance,Verma,44,S,M,50000,3,3,Bachelors,Skilled Manual,0,0,Colma,CA,94014
1986,8487,Todd,Wu,46,S,M,100000,0,2,Partial Co,Professional,1,1,Colma,CA,94014
2019,6077,Walter,Blanco,51,S,M,10000,1,1,High Schoo,Manual,0,1,Colma,CA,94014
2037,8453,Wesley,She,50,M,M,80000,5,4,Partial Co,Professional,1,4,Colma,CA,94014
3,1077,Alfredo,Alvarez,56,S,M,130000,3,4,Partial Co,Professional,1,4,Lynnwood,WA,98036
22,9864,April,Chander,61,M,F,70000,5,1,Partial Hi,Skilled Manual,1,3,Burien,WA,98168
36,7335,Andre,Engineer,35,S,M,50000,1,1,Bachelors,Skilled Manual,0,1,Spokane,WA,99202
43,3084,Ann,Garcia,49,S,F,70000,5,4,Partial Co,Skilled Manual,1,3,Newport Hills,WA,98006
44,6735,Albert,Gil,57,S,M,90000,4,1,Partial Co,Professional,1,2,Lynnwood,WA,98036
86,7333,Andre,Malhotra,38,M,M,50000,1,1,Graduate D,Skilled Manual,1,0,Sedro Woolley,WA,98284
92,43554965853,Andrea,Mitchell,57,S,F,90000,4,2,Partial Co,Professional,0,1,Anacortes,WA,98221
103,9410,Alicia,Nara,43,S,F,70000,5,5,Bachelors,Professional,1,3,Edmonds,WA,98020
109,32800831198,Arianna,Patterson,46,S,F,50000,5,5,Bachelors,Skilled Manual,0,2,Bellingham,WA,98225
120,30104014900,Angelica,Price,43,M,F,50000,2,2,Bachelors,Skilled Manual,1,1,Ballard,WA,98107
128,4815,Arthur,Ramos,42,S,M,30000,1,1,Bachelors,Clerical,1,0,Bremerton,WA,98312
138,3017,Adrienne,Rubio,43,M,F,80000,5,5,Graduate D,Management,1,3,Monroe,WA,98272
158,53950794935,Anna,Smith,47,S,F,50000,4,2,Bachelors,Professional,1,3,Puyallup,WA,98371
160,3077,Ann,Srini,60,S,F,110000,4,5,Partial Co,Management,1,2,Lynnwood,WA,98036
245,7323,Bobby,Martinez,44,S,M,80000,5,5,Graduate D,Management,1,3,Issaquah,WA,98027
250,2526,Beth,Munoz,31,S,F,40000,1,1,Bachelors,Skilled Manual,1,0,Bothell,WA,98011
264,90578027367,Brianna,Ramirez,46,S,F,110000,3,2,Bachelors,Management,1,4,Bellingham,WA,98225
278,29257268309,Brandon,Shan,53,M,M,20000,2,1,Partial Hi,Clerical,0,2,Sedro Woolley,WA,98284
335,1978,Cara,Chen,33,S,F,120000,0,5,Partial Hi,Professional,0,4,Tacoma,WA,98403
342,9443,Christine,Deng,42,S,F,60000,2,2,Bachelors,Professional,1,1,Yakima,WA,98901
355,9133,Cory,Gonzalez,62,M,M,90000,4,1,High Schoo,Management,1,4,Bellevue,WA,98004
356,3038,Carmen,Gonzalez,52,S,F,70000,5,4,Graduate D,Professional,0,1,Issaquah,WA,98027
357,74566521644,Connor,Gonzalez,60,S,M,50000,2,1,Partial Co,Professional,0,2,Issaquah,WA,98027
367,20034079551,Charles,Hill,44,M,M,50000,3,3,Bachelors,Skilled Manual,1,1,Bothell,WA,98011
401,9994,Crystal,Ma,39,S,F,50000,1,1,Graduate D,Skilled Manual,0,0,Spokane,WA,99202
402,1637,Clifford,Madan,43,M,M,40000,4,3,High Schoo,Skilled Manual,1,3,Marysville,WA,98270
448,3573,Carmen,Sai,39,M,F,130000,0,5,Partial Hi,Management,1,4,Lynnwood,WA,98036
470,284,Clarence,Sun,45,M,M,20000,2,2,High Schoo,Manual,1,1,Bremerton,WA,98312
476,64217588305,Carlos,Torres,49,S,M,10000,1,1,High Schoo,Manual,1,0,Burien,WA,98168
495,7817,Carl,Xu,33,S,M,50000,3,3,Bachelors,Skilled Manual,1,0,Everett,WA,98201
503,5988,Colin,Zhang,42,S,M,70000,5,5,Bachelors,Professional,1,3,Yakima,WA,98901
510,1991,Cara,Zhu,59,M,F,70000,5,2,Partial Hi,Skilled Manual,1,2,Olympia,WA,98501
534,70521332025,Devin,Cook,38,M,M,50000,1,1,Graduate D,Skilled Manual,1,0,Spokane,WA,99202
558,29279348254,Dylan,Henderson,38,M,M,40000,4,4,Partial Co,Clerical,0,2,Spokane,WA,99202
560,8832,Dana,Hernandez,63,M,F,50000,2,1,Bachelors,Management,1,1,Ballard,WA,98107
587,64985461831,Dalton,Peterson,50,S,M,90000,2,1,High Schoo,Professional,1,1,Everett,WA,98201
593,6205,Desiree,Ramos,42,S,F,90000,4,4,Partial Co,Skilled Manual,1,2,Bremerton,WA,98312
617,84451566934,David,Smith,59,S,M,60000,2,1,Partial Co,Professional,0,1,Duvall,WA,98019
648,92408645749,Emma,Barnes,62,S,F,30000,2,1,Partial Hi,Skilled Manual,1,4,Port Orchard,WA,98366
660,20900754928,Eduardo,Edwards,31,M,M,40000,3,3,Partial Co,Clerical,1,1,Seattle,WA,98104
661,14848130345,Edward,Evans,46,M,M,80000,4,3,Partial Co,Professional,1,1,Bellingham,WA,98225
676,20823700428,Eduardo,Hill,43,S,M,50000,2,2,Bachelors,Skilled Manual,1,1,Tacoma,WA,98403
686,10094,Erica,Ma,40,M,F,20000,2,2,High Schoo,Manual,1,1,Kirkland,WA,98033
692,20635125000,Eduardo,Moore,60,M,M,40000,2,1,Partial Hi,Skilled Manual,1,2,Bellingham,WA,98225
723,8562,Frank,Alonso,48,M,M,40000,3,2,High Schoo,Skilled Manual,0,2,Issaquah,WA,98027
739,15219916700,Fernando,Jones,61,S,M,40000,2,1,High Schoo,Professional,0,2,Puyallup,WA,98371
744,332,Franklin,Lu,45,M,M,70000,5,5,Bachelors,Professional,1,4,Sequim,WA,98382
760,58397758007,Fernando,Simmons,47,M,M,60000,3,2,Graduate D,Professional,1,0,Marysville,WA,98270
763,15440351366,Fernando,Young,50,M,M,100000,0,3,Partial Co,Professional,1,2,Everett,WA,98201
768,4715,Gerald,Blanco,61,M,M,100000,3,4,Partial Co,Management,0,4,Tacoma,WA,98403
769,33700540661,Gabriella,Brooks,51,M,F,60000,4,3,Bachelors,Professional,1,0,Wenatchee,WA,98801
816,766,Gloria,Suarez,44,S,F,50000,3,3,Bachelors,Skilled Manual,0,0,Everett,WA,98201
823,6625,Hector,Alvarez,53,M,M,110000,2,4,Partial Co,Professional,1,4,Lynnwood,WA,98036
837,9263,Holly,Kapoor,38,M,F,70000,5,5,Bachelors,Professional,1,3,Redmond,WA,98052
848,13378263711,Haley,Peterson,59,M,F,50000,2,1,High Schoo,Professional,1,2,Puyallup,WA,98371
869,19445855021,Ian,Carter,41,M,M,50000,2,2,Bachelors,Skilled Manual,1,0,Lynnwood,WA,98036
871,70139921903,Isaiah,Cook,46,M,M,60000,5,4,Bachelors,Professional,1,0,Washougal,WA,98671
895,99936640858,Isabella,Rivera,42,M,F,50000,2,2,Bachelors,Skilled Manual,1,1,Everett,WA,98201
902,64276355500,Isaac,Torres,37,S,M,110000,1,1,Graduate D,Management,0,3,Bremerton,WA,98312
924,73933557868,Jose,Campbell,47,S,M,60000,3,2,Graduate D,Professional,0,0,Marysville,WA,98270
954,1141,Jarrod,Garcia,45,S,M,60000,3,3,Bachelors,Professional,0,1,Bellingham,WA,98225
991,26892552375,Jonathan,Kumar,43,M,M,80000,5,5,Bachelors,Professional,1,4,Bellingham,WA,98225
993,4083,Jaime,Lal,58,M,M,120000,4,5,Bachelors,Management,1,3,Olympia,WA,98501
999,7247,Johnathan,Lopez,59,M,M,50000,2,1,High Schoo,Professional,0,2,Marysville,WA,98270
1007,48766653537,Jennifer,Martinez,39,M,F,50000,1,1,Graduate D,Skilled Manual,1,0,Lynnwood,WA,98036
1010,85531488656,John,Miller,49,M,M,40000,4,2,High Schoo,Skilled Manual,1,2,Edmonds,WA,98020
1011,43434615100,Jordan,Mitchell,52,S,F,50000,2,1,High Schoo,Professional,0,2,Marysville,WA,98270
1020,38902057409,Jade,Morris,42,M,F,50000,4,2,Bachelors,Professional,1,2,Issaquah,WA,98027
1026,9512,Julie,Nath,49,M,F,80000,5,4,Partial Co,Professional,1,3,Everett,WA,98201
1029,556,Josue,Navarro,51,S,M,110000,3,4,Bachelors,Management,1,4,Bellevue,WA,98004
1049,98041783571,Jennifer,Richardson,46,M,F,30000,2,2,Partial Co,Manual,1,0,Olympia,WA,98501
1060,2616,Janet,Rubio,53,M,F,120000,2,4,High Schoo,Professional,1,4,Burien,WA,98168
1069,642,Joy,Sanz,31,M,F,30000,3,3,Partial Co,Clerical,0,2,Bremerton,WA,98312
1079,30745856761,Jocelyn,Simmons,38,S,F,100000,0,5,High Schoo,Management,0,3,Lynnwood,WA,98036
